,imdb_title_id,title,tags
44524,tt0383975,Chameli,"['Drama', 'SudhirMishra', 'AnantBalani', 'ShivkumarSubramaniam', 'KareenaKapoor', 'RahulBose', 'RinkeKhanna', 'YashpalSharma', 'MakrandDeshpande', 'KabirSadanand', 'PankajJha', 'SatyajitSharma', 'PanneChatterjee', 'TarunShukla', 'AniketVishwasrao', 'DeepakQazir', 'MasterVinniPachori', 'DinkarGavande', 'GhanshyamGarg', 'On', 'a', 'rainy', 'night', 'when', 'an', 'investment', ""banker's"", 'car', 'breaks', 'down', 'in', 'the', 'red', 'light', 'district', 'he', 'takes', 'shelter', 'where', 'he', 'meets', 'and', 'later', 'befriends', 'a', 'prostitute.']"
44541,tt0384491,Samay: When Time Strikes,"['Crime', 'Mystery', 'Thriller', 'RobbieGrewal', 'RobbieGrewal', 'SameerKohli', 'SushmitaSen', 'LucyBartholomew', 'TusharDalvi', 'DeepakDobriyal', 'MohanKapoor', 'JatinKaria', 'RajeshKhera', 'DineshLamba', 'BarkhaMadan', 'SanaSaeed', 'VirendraSaxena', 'MonaShetty', 'JackieShroff', 'SushantSingh', 'NeerajSood', 'Assistant', 'Commissioner', 'of', 'Police', '(ACP)', 'Malvika', 'Chauhan', 'battles', 'time', 'to', 'obtain', '&', 'solve', 'the', 'clues', 'to', 'solve', 'the', 'various', 'murders', 'occurring', 'in', 'the', 'city.']"
44542,tt0384495,Samurai,"['Action', 'Drama', 'Musical', 'BalajiSakthivel', 'PattukottaiPrabhakar', 'BalajiSakthivel', 'Vikram', 'Jayaseel', 'Nassar', 'Vadivukkarasi', 'GunduAnitha', 'Chinnijayanth', 'KollamThulasi', 'ShriyaSaran', 'DelhiKumar', 'Thiagu', 'is', 'a', 'school', 'teacher', 'by', 'day', 'and', 'a', ""'Samurai'"", 'by', 'night.', 'He', 'and', 'his', 'gang', 'abduct', 'corrupt', 'politicians', 'and', 'bureaucrats', 'who', 'go', 'free', 'because', 'of', 'the', 'loopholes', 'in', 'the', 'legal', 'system.', 'Ofcourse', '...']"
44548,tt0384597,Pulival Kalyanam,"['Comedy', 'Shafi', 'SibyK.Thomas', 'Udaykrishnan', 'Jayasurya', 'KavyaMadhavan', 'Lal', 'LaluAlex', 'JagathiSreekumar', 'CochinHanifa', 'SalimKumar', 'HarisreeAsokan', 'Karthika', 'NishanthSagar', 'T.P.Madhavan', 'JosePellissery', 'PriyankaUpendra', 'PonnammaBabu', 'ShajuK.S.', ""Hari's"", 'and', ""Ganga's"", 'mobile', 'phones', 'got', 'exchanged', 'accidently', 'and', 'they', 'started', 'getting', 'misleading', 'calls....']"
44582,tt0385351,Yeh Lamhe Judaai Ke,"['Drama', 'Mystery', 'Romance', 'BirendraNathTiwari', 'NA', 'ShahRukhKhan', 'RaveenaTandon', 'NavneetNishan', 'AvtarGill', 'MohnishBahl', 'DevenBhojani', 'RashamiDesai', 'BhushanJeevan', 'KiranKumar', 'DeepakParashar', 'Dushyant', 'and', 'Jaya', 'are', 'childhood', 'friends.', 'In', 'spite', 'of', 'his', ""family's"", 'poverty', 'Dushyant', 'has', 'one', 'great', 'ambition', 'in', 'life:', 'to', 'become', 'a', 'successful', 'singer.', 'Jaya', 'encourages', 'him', 'all', 'she', 'can', 'and', 'helps', '...']"
44612,tt0385782,Inteha,"['Drama', 'Thriller', 'VikramBhatt', 'MaheshBhatt', 'GirishDhamija', 'AshmitPatel', 'VidyaMalvade', 'NauheedCyrusi', 'AvtarGill', 'FirdausMevawala', 'Prateeksha', 'AnupSoni', 'AnjanSrivastav', 'MohitSuri', 'PrithviZutshi', 'Tina', 'Saxena', 'lives', 'a', 'wealthy', 'life-style', 'with', 'her', 'widowed', 'businessman', 'dad.', 'One', 'day', 'all', 'of', 'a', 'sudden', 'she', 'gets', 'a', 'nasty', 'shock', 'when', 'her', 'dad', 'informs', 'her', 'that', 'he', 'had', 'a', 'mistress', 'before', 'he', 'was', '...']"
44623,tt0385928,Panchatanthiram,"['Comedy', 'Drama', 'K.S.Ravikumar', 'KamalHaasan', 'CrazyMohan', 'KamalHaasan', 'Simran', 'RamyaKrishnan', 'RameshAravind', 'Jayaram', 'Nagesh', 'Sriman', 'YugiSethu', 'Aishwarya', 'AnoopAravindan', 'SanthanaBharathi', 'Devayani', 'SatyanarayanaKaikala', 'RameshKhanna', 'Manivannan', 'Ram', '(Kamal', 'Haasan)', 'is', 'a', 'playboy', 'pilot.', 'His', 'marriage', 'to', 'Mythili', '(Simran)', 'disintegrates', 'after', 'a', 'series', 'of', 'misunderstandings.', 'To', 'cheer', 'him', 'up', 'his', 'buddies', 'arrange', 'for', 'a', 'steamy', 'evening', 'with', 'a', '...']"
44627,tt0385982,Raja Bhaiya,"['Comedy', 'Drama', 'RamanKumar', 'NA', 'SadashivAmrapurkar', 'RakeshBedi', 'KajalChakraborty', 'AartiChhabria', 'AnangDesai', 'ShamaDeshpande', 'Govinda', 'DineshHingoo', 'KanishkaaKapoor', 'SatyendraKapoor', 'JavedKhan', 'MushtaqKhan', 'AnilNagrath', 'VishwajeetPradhan', 'RajeshPuri', 'Saved', 'from', 'committing', 'suicide', 'under', 'a', 'train', 'a', 'girl', 'with', 'amnesia', 'is', 'taken', 'care', 'of', 'by', 'Raja', 'Bhaiya', '(Govinda)', 'and', 'his', 'mom.', 'As', 'she', 'cannot', 'remember', 'her', 'name', 'they', 'name', 'her', 'Radha.', 'The', 'girl', '...']"
44633,tt0386029,Shivamani,"['Action', 'Romance', 'PuriJagannadh', 'PuriJagannadh', 'PuriJagannadh', 'NagarjunaAkkineni', 'Rakshitha', 'AsinThottumkal', 'PrakashRaj', 'Ali', 'Sangeetha', 'A.V.S.Subramanyam', 'Brahmaji', 'Banerjee', 'M.S.Narayana', 'VinodBala', 'GaneshBabu', 'Sangeetha', 'An', 'ex', 'cop', 'goes', 'in', 'search', 'of', 'his', 'lost', 'girlfriend', 'to', 'Kerala', 'and', 'along', 'way', 'meets', 'a', 'news', 'reporter', 'who', 'helps', 'him', 'to', 'find', 'his', 'lover.']"
44639,tt0386102,Veede,"['Action', 'Drama', 'RaviRaja', 'KonaVenkat', 'AarthiAgarwal', 'ReemaSen', 'RaviTeja', 'Yedu', 'is', 'a', 'responsible', 'citizen', 'of', 'Bobbarlanka', 'a', 'place', 'where', 'everything', 'is', 'in', 'place', 'but', 'for', 'the', 'polluted', 'water', 'that', 'is', 'coming', 'from', 'the', 'factory.', 'Everybody', 'in', 'the', 'village', 'complained', 'but', 'of', 'no...']"
44647,tt0386422,Dum Dum Dum,"['Comedy', 'Romance', 'AzhagamPerumal', 'NA', 'Madhavan', 'Jyotika', 'Murali', 'DelhiKumar', 'Vivek', 'RichaAhujaBadami', 'Kalpana', 'V.K.Ramasamy', 'Manivannan', 'M.S.Bhaskar', 'Vaiyapuri', 'SheelaKaur', 'Chinnijayanth', 'PreethaRaaghav', 'AnjatheSridhar', 'The', 'story', 'revolves', 'around', 'an', 'unhappy', 'groom', 'and', 'bride', 'forced', 'into', 'a', 'wedding.', 'The', 'groom', 'backs', 'away', 'because', 'he', 'is', 'reluctant', 'to', 'give', 'up', 'his', 'life', 'of', 'wine', 'and', 'women', 'in', 'the', 'city', 'while', 'the', 'bride', 'is...']"
44657,tt0386650,Mounam Pesiyadhe,"['Drama', 'Romance', 'AmeerSultan', 'NA', 'Suriya', 'TrishaKrishnan', 'Nandha', 'AnjuMahendran', 'Maha', 'Laila', 'A', ""Misogynist's"", 'attitude', 'towards', 'women', 'and', 'love', 'starts', 'to', 'change', 'after', 'he', 'develops', 'feelings', 'for', 'a', 'woman.']"
44685,tt0387164,Dhoop,"['Drama', 'AshwiniChaudhary', 'KumudChaudhary', 'KumudChaudhary', 'OmPuri', 'Revathi', 'GulPanag', 'PreetiDayal', 'GopiDesai', 'RohitashGaud', 'AshutoshJha', 'EhsanKhan', 'ShagunLuthra', 'RichaNayyar', 'Niharika', 'VirendraSaxena', 'MurliSharma', 'YashpalSharma', 'SanjaySuri', 'Right', 'from', 'Peon', 'to', 'Principal', 'and', 'from', 'the', 'most', 'lowly', 'menial', 'staff', 'to', 'the', 'office', 'of', 'the', 'Prime', 'Minister', 'modern', 'secular', 'India', 'is', 'embedded', 'in', 'corruption', 'by', 'officials', 'who', 'brag', 'that', 'even', 'if', '...']"
44703,tt0387678,Waisa Bhi Hota Hai Part II,"['Comedy', 'Crime', 'Drama', 'ShashankaGhosh', 'JavedAhmed', 'ShashankaGhosh', 'ArshadWarsi', 'PrashantNarayanan', 'SandhyaMridul', 'PratimaKazmi', 'AnantJog', 'PankajSaraswat', 'SuchitraPillai', 'RanvirShorey', 'JohnOwen', 'ShrutiSeth', 'MariaGoretti', 'MahimaChaudhry', 'GaneshAcharya', 'RabbiShergill', 'Jabain', 'Revolves', 'around', 'a', 'hapless', 'copywriter', 'torn', 'between', 'his', 'crazy', 'police', 'officer', 'fiancee', 'and', 'his', 'new', 'best', 'friend', 'a', 'hit', 'man', 'who', 'inadvertently', 'involves', 'him', 'underworld.']"
44722,tt0387989,Deewaar: Let's Bring Our Heroes Home,"['Action', 'Drama', 'Thriller', 'MilanLuthria', 'AnuragKashyap', 'ShridharRaghavan', 'AmitabhBachchan', 'SanjayDutt', 'AkshayeKhanna', 'AmritaRao', 'RaghuvirYadav', 'KayKayMenon', 'AkhilendraMishra', 'Tanuja', 'NishikantDixit', 'SaurabhDubey', 'RajendraGupta', 'AshrafUlHaq', 'YasirKhan', 'PiyushMishra', 'SanjayNarvekar', 'A', 'group', 'of', 'Indian', 'POW', '(Prisoners', 'Of', 'War)', 'rebels', 'against', 'Pakistani', 'army', 'and', 'tries', 'to', 'escape', 'from', 'their', 'captivity', 'during', 'India-Pakistan', 'war', 'in', '1971.']"
44747,tt0388323,Parthiban Kanavu,"['Drama', 'KaruPazhaniappan', 'PrasannaKumar', 'Srikanth', 'Sneha', 'Vivek', 'DevadarshiniChetan', 'Manivannan', 'RaviPrakash', 'MohanSharma', 'DevanEkambaram', 'Sonia', 'ShanthiWilliams', 'Krishnamoorthy', 'Parthiban', 'a', 'marketing', 'executive', 'discovers', 'that', 'the', 'girl', 'he', 'has', 'fallen', 'in', 'love', 'with', 'is', 'the', 'same', 'woman', 'that', 'his', 'parents', 'want', 'him', 'to', 'marry.']"
44773,tt0388710,Ammakilikkoodu,"['Comedy', 'Drama', 'M.Padmakumar', 'Renjith', 'PrithvirajSukumaran', 'NavyaNair', 'Innocent', 'Saritha', 'KaviyoorPonnamma', 'JagathiSreekumar', 'K.P.A.C.Lalitha', 'Sukumari', 'MallikaSukumaran', 'Saikumar', 'Madhupal', 'Mammukoya', 'Vijayakumari', 'SanthaDevi', 'Mukesh', 'Saranalayam', 'is', 'an', 'old-age', 'home', 'run', 'by', 'Eradi.', 'He', 'appoints', 'Vivek', 'as', 'the', 'new', 'manager', 'to', 'help', 'him', 'evict', 'the', 'inmates', 'as', 'he', 'wants', 'to', 'sell', 'it.']"
44807,tt0389726,Aanch,"['Drama', 'RajeshRamSingh', 'KamalPandey', 'ArunBakshi', 'SuchindraBali', 'PoonamJhawer', 'AyeshaJhulka', 'AkhilendraMishra', 'SharbaniMukherji', 'NirmalPandey', 'NanaPatekar', 'VishwajeetPradhan', 'DeepRajRana', 'PareshRawal', 'RakhiSawant', 'RaghuvirYadav', 'Vidya', 'lives', 'a', 'middle-class', 'lifestyle', 'in', 'a', 'virtually', 'lawless', 'town', 'called', 'Amarpur', 'India', 'along', 'with', 'her', 'widower', 'and', 'disabled', 'dad', 'Shambhu;', 'married', 'brother', 'Shiva', 'and', 'his', 'wife', 'Lata;', 'and', 'her', '...']"
44825,tt0389973,Ente Veedu Appuvinteyum,"['Drama', 'SibiMalayil', 'Bobby', 'Sanjay', 'Jayaram', 'Jyothirmayi', 'KalidasJayaram', 'Siddique', 'ShammiThilakan', 'NedumudiVenu', 'K.P.A.C.Lalitha', 'PremPrakash', 'JosePrakash', 'SalimKumar', 'KalasalaBabu', 'T.S.Raju', 'Sanusha', 'ArunSathyan', 'Subair', 'Vasu', 'is', 'brought', 'up', 'with', 'love', 'and', 'care', 'by', 'his', 'stepmother.However', 'when', 'his', 'stepmother', 'gives', 'birth', 'to', 'a', 'boy', 'he', 'feels', 'insecure', 'as', 'the', 'baby', 'gets', 'more', 'attention', 'than', 'him.']"
44836,tt0390079,Hari Om,"['Romance', 'Comedy', 'GanapathyBharat', 'GanapathyBharat', 'GanapathyBharat', 'A.K.Hangal', 'Jean-MarieLamour', 'CamilleNatta', 'VijayRaaz', 'AnupamShyam', 'NA']"
44843,tt0390184,Laysa Laysa,"['Romance', 'Priyadarshan', 'NA', 'TrishaKrishnan', 'Madhavan', 'Mayilsamy', 'RadhaRavi', 'Shaam', ""Chandru's"", 'grandfather', 'is', 'going', 'to', 'visit', 'him', 'but', 'Chandru', 'has', 'spent', 'all', 'his', 'money.', 'So', 'he', 'requests', 'his', 'wealthy', 'friend', 'Rakesh', 'to', 'pose', 'as', 'the', 'owner', 'of', 'all', 'the', 'riches', 'till', 'his', 'grandfather', 'stays', 'with', 'him.']"
44861,tt0390614,Waqt: The Race Against Time,"['Comedy', 'Drama', 'Family', 'VipulAmrutlalShah', 'AatishKapadia', 'AmitabhBachchan', 'AkshayKumar', 'PriyankaChopra', 'ShefaliShah', 'BomanIrani', 'RajpalYadav', 'BenjaminGilani', 'AsawariJoshi', 'RajeevMehta', 'HemantPandey', 'RammyC.Pandey', 'AmitThakur', 'Ishwar', 'Chandra', 'Thakur', 'is', 'living', 'the', 'good', 'life', 'content', 'with', 'his', 'loving', 'wife', 'Sumitra', 'and', 'son', 'Adiya.', 'There', 'is', 'but', 'one', 'thing', 'which', 'gradually', 'comes', 'to', 'annoy', 'Ishwar:', 'his', ""son's"", 'laziness', 'and', '...']"
44862,tt0390624,Whistle,"['Horror', 'Jerry', 'NA', 'Vikramadithya', 'Sherin', 'GayathriRaghuram', 'Vivek', 'AachiManorama', 'Divyadarshini', 'S.Sathyendra', 'Slasher', 'Flick', 'Urban', 'Legend', 'redone', 'in', 'Tamil.']"
44872,tt0391165,Fun2shh... Dudes in the 10th Century,"['Comedy', 'ImtiazPunjabi', 'RajeshKhattar', 'ImtiazPunjabi', 'PareshRawal', 'IqbalKhan', 'AnujSawhney', 'GulshanGrover', 'NataneyaSingh', 'RaimaSen', 'FaridaJalal', 'KaderKhan', 'MushtaqKhan', 'RushaliArora', 'KaviKumarAzad', 'AmitabhBachchan', 'SweetyChhabra', 'BobbyDarling', 'NarendraJha', 'Bombay', 'City', 'lives', 'in', 'fear', 'of', 'a', 'notorious', 'thief', 'who', 'calls', 'himself', 'Chindi', 'Chor', 'and', 'steals', 'whenever', 'and', 'whatever', 'he', 'desires', 'without', 'any', 'regard', 'to', 'security', 'and', 'police', 'protection.', 'When', 'Ghoshal...']"
44877,tt0391274,Kismat,"['Action', 'Drama', 'GudduDhanoa', 'RobinBhatt', 'SutanuGupta', 'BobbyDeol', 'PriyankaChopra', 'KabirBedi', 'SanjayNarvekar', 'MohanJoshi', 'ShahbaazKhan', 'SmitaJaykar', 'AshishVidyarthi', 'MushtaqKhan', 'VirendraSaxena', 'VivekSrivastav', 'Tony', 'works', 'as', 'a', 'hit-man', 'for', 'gangster', 'Vikas', 'Patil', 'who', 'owes', 'his', 'allegiance', 'to', 'wealthy', 'Raj', 'Mallya.', 'Raj', 'Mallya', 'is', 'involved', 'in', 'marketing', 'spurious', 'and', 'out-dated', 'drugs', 'and', 'as', 'a', 'result', 'is', 'the', '...']"
44898,tt0392360,Love,"['Drama', 'Musical', 'Romance', 'SureshKrishna', 'NA', 'SalmanKhan', 'Revathi', 'RitaBhaduri', 'ShafiInamdar', 'AmjadKhan', 'SudhirKumar', 'BablooMukherjee', 'SuhasiniMulay', 'JagdishRaj', 'Revathi', 'ShahnazVahanvaty', 'Prithvi', 'and', 'Maggie', 'fall', 'in', 'love', 'and', 'decide', 'to', 'get', 'married', 'but', ""Maggie's"", 'mother', 'objects', 'looking', 'at', ""Prithvi's"", 'past.']"
44910,tt0392950,Ishq Hai Tumse,"['Romance', 'G.Krishna', 'RamanBharadwaj', 'G.Krishna', 'DinoMorea', 'BipashaBasu', 'BeenaBanerjee', 'MohanGokhale', 'VikramGokhale', 'DineshHingoo', 'NeenaKulkarni', 'AlokNath', 'HimaniShivpuri', 'TikuTalsania', 'ReshamTipnis', 'Arjun', 'a', 'Hindu', 'boy', 'and', 'Khushboo', 'a', 'Muslim', 'girl', 'fall', 'in', 'love.', 'Despite', 'their', 'families', 'being', 'good', 'friends', 'they', 'need', 'to', 'keep', 'their', 'romance', 'a', 'secret', 'due', 'to', 'the', 'religious', 'intolerance', 'of', 'society.']"
44923,tt0393452,Manassinakkare,"['Comedy', 'Drama', 'SathyanAnthikad', 'RanjanPramod', 'Jayaram', 'Sheela', 'Nayanthara', 'Innocent', 'K.P.A.C.Lalitha', 'Siddique', 'OduvilUnnikrishnan', 'NedumudiVenu', 'Sukumari', 'Mammukoya', 'Madhupal', 'T.P.Madhavan', 'SonaNair', 'Santhakumari', 'Sivaji', 'Old', 'Kochu', ""Thresia's"", 'family', 'is', 'irked', 'by', 'her', 'childlike', 'behavior', 'and', 'does', 'not', 'comply', 'with', 'her', 'bizarre', 'demands.', 'She', 'finds', 'an', 'unusual', 'friend', 'in', 'Reji', 'a', 'down-to-earth', 'young', 'man', 'who', 'fulfills', 'her', 'demands.']"
44932,tt0393724,Sethurama Iyer CBI,"['Mystery', 'Thriller', 'K.Madhu', 'S.N.Swamy', 'MalaAravindan', 'AppaHaja', 'Kalpana', 'Mammootty', 'Sreenath', 'Mukesh', 'VineethKumar', 'Janardanan', 'RajanP.Dev', 'Saikumar', 'Jagadish', 'NavyaNair', 'KalabhavanMani', 'ShammiThilakan', 'Siddique', 'Sethurama', 'Iyer', 'and', 'the', 'CBI', 're-open', 'an', 'old', 'case', 'upon', 'hearing', 'from', 'a', 'death-row', 'criminal', 'that', 'he', ""didn't"", 'commit', 'one', 'of', 'the', 'seven', 'murders', 'he', 'was', 'convicted', 'of.']"
44938,tt0393926,Vamanapuram Bus Route,"['Action', 'Comedy', 'Drama', 'SonuSisupal', 'John', 'Sudheesh', 'Mohanlal', 'LakshmiGopalaswamy', 'JagathiSreekumar', 'Janardanan', 'KottayamNazeer', 'AdithyaMenon', 'Jagadish', 'ManiyanpillaRaju', 'OduvilUnnikrishnan', 'V.K.Sriraman', 'MankaMahesh', 'RajanP.Dev', 'LisyJose', 'Augustine', 'K.T.S.Padannayil', 'Johnny', 'a', 'bus', 'conductor', 'is', 'sent', 'to', 'Vamanapuram', 'to', 'clear', 'a', 'bus', 'route', 'where', 'he', 'falls', 'in', 'love', 'with', 'his', ""boss'"", 'daughter', 'who', 'is', 'already', 'engaged.', 'Johnny', 'is', 'now', 'at', 'cross', 'roads.']"
44940,tt0393941,Vellinakshatram,"['Horror', 'Mystery', 'Vinayan', 'Vinayan', 'PrithvirajSukumaran', 'Sharmili', 'Jayasurya', 'Karthika', 'JagathiSreekumar', 'SalimKumar', 'Thilakan', 'Siddique', 'RajanP.Dev', 'Sukumari', 'Girish', 'Indrans', 'BinduPanikkar', 'Yamuna', 'PriyankaUpendra', 'Vinod', 'loves', 'Aswathy', 'who', 'belongs', 'to', 'a', 'royal', 'family', 'with', 'dark', 'secrets.', 'However', 'strange', 'events', 'occur', 'after', 'Aswathy', 'mysteriously', 'dies', 'during', 'childbirth', 'and', 'their', 'daughter', 'is', 'believed', 'to', 'be', 'possessed.']"
44956,tt0395519,Doodh Ka Karz,"['Action', 'Drama', 'Fantasy', 'AshokGaekwad', 'RajkumarBedi', 'IqbalDurrani', 'JackieShroff', 'NeelamKothari', 'PremChopra', 'ArunaIrani', 'RazaMurad', 'GogaKapoor', 'GulshanGrover', 'SadashivAmrapurkar', 'AmrishPuri', 'KuldeepPawar', 'RamMohan', 'BobChristo', 'Sudhir', 'MohanChoti', 'GuddiMaruti', 'Sapheran', 'Parvati', 'along', 'with', 'her', 'newborn', 'son', 'Suraj', 'watches', 'helplessly', 'as', 'her', 'husband', 'Gangu', 'is', 'wrongly', 'accused', 'of', 'theft', 'and', 'then', 'beaten', 'to', 'death', 'by', 'Raghuveer', 'Singh', 'Bhairav', 'Singh', 'and', '...']"
44970,tt0395802,Veergati,"['Action', 'Drama', 'K.K.Singh', 'K.K.Singh', 'SalmanKhan', 'AtulAgnihotri', 'SudeshBerry', 'PoojaDadwal', 'DivyaDutta', 'KulbhushanKharbanda', 'SaeedJaffrey', 'FaridaJalal', 'RohiniHattangadi', 'HimaniShivpuri', 'PramodMoutho', 'SudhirPandey', 'ArifKhan', 'TinnuAnand', 'AvtarGill', 'A', 'gangster', 'and', 'his', 'flunkies', 'abduct', 'and', 'kill', 'a', ""man's"", 'daughter.', 'Soon', 'the', ""man's"", 'adopted', 'son', 'sets', 'out', 'to', 'avenge', 'her', 'death.']"
44998,tt0396456,Aparichithan,"['Adventure', 'Horror', 'Mystery', 'SanjivSivan', 'A.K.Sajan', 'SanjivSivan', 'KavyaMadhavan', 'Manya', 'Karthika', 'Mammootty', 'VineethKumar', 'JagathiSreekumar', 'SalimKumar', 'UrmilaUnni', 'MachanVarghese', 'Augustine', 'RajanP.Dev', 'MahhiVij', 'Three', 'college', 'girls', 'on', 'their', 'way', 'to', 'a', 'hill', 'resort', 'meet', 'a', 'stranger.', 'Though', 'he', 'is', 'a', 'nuisance', 'for', 'them', 'at', 'first', 'later', 'they', 'become', 'friends', 'and', 'by', 'then', 'he', 'is', 'missing...']"
45003,tt0396563,Dil Ne Jise Apna Kaha,"['Drama', 'Romance', 'AtulAgnihotri', 'AtulAgnihotri', 'SalmanKhan', 'PreityZinta', 'BhoomikaChawla', 'RatiAgnihotri', 'Helen', 'RenukaShahane', 'AashifSheikh', 'VijuKhote', 'RiyaSen', 'DelnaazIrani', 'MukeshAhuja', 'BobbyDarling', 'StephenFernandes', 'Gulshan', 'DineshHingoo', 'A', 'wealthy', 'man', 'working', 'in', 'an', 'advertising', 'agency', 'and', 'a', 'dedicated', 'doctor', 'fall', 'in', 'love', 'and', 'marry.', 'When', 'his', 'wife', 'dies', 'the', 'devastated', 'man', 'must', 'fulfil', 'her', 'last', 'wishes.']"
45011,tt0396684,Kasthuriman,"['Drama', 'Romance', 'A.K.Lohithadas', 'A.K.Lohithadas', 'KunchackoBoban', 'MeeraJasmine', 'ShammiThilakan', 'CochinHanifa', 'Sandra', 'SumaJayaram', 'SandraAmy', 'SarathBabu', 'Prasanna', 'Shammi', 'Vinodini', 'A', 'newly', 'appointed', 'IAS', 'officer', '(Kunchako', 'Boban)', 'recalls', 'about', 'the', 'love', 'of', 'his', 'life.']"
45012,tt0396690,Kisna: The Warrior Poet,"['Drama', 'History', 'Musical', 'SubhashGhai', 'SachinBhowmick', 'FarrukhDhondy', 'VivekOberoi', 'IshaSharvani', 'AntoniaBernath', 'SushmitaSen', 'HrishitaaBhatt', 'PollyAdams', 'MichaelMaloney', 'CarolineLangrishe', 'AmrishPuri', 'OmPuri', 'VivekMushran', 'YashpalSharma', 'ShivaajiSatam', 'VikramGokhale', 'ZarinaWahab', 'A', 'man', 'befriends', 'and', 'protects', 'a', 'British', 'girl', 'from', 'a', 'group', 'of', 'nationalists', 'that', 'want', 'England', 'to', 'hand', 'India', 'back', 'to', 'them.', 'They', 'fall', 'for', 'each', 'other', 'but', 'the', 'man', 'is', 'due', 'to', 'marry.']"
45019,tt0396782,Paisa Vasool,"['Comedy', 'SrinivasBhashyam', 'SrinivasBhashyam', 'AnuragKashyap', 'ManishaKoirala', 'SushmitaSen', 'SushantSingh', 'MukeshAhuja', 'TinnuAnand', 'MakrandDeshpande', 'RajkumarKanojia', 'RakhiSawant', 'MahinderShera', 'NishiSingh', 'KunalVijaykar', 'AnilYadav', 'A', 'struggling', 'actress', 'and', 'her', 'divorcee', 'roommate', 'attempt', 'to', 'blackmail', 'a', 'notorious', 'thief', 'they', 'accidentally', 'overhear', 'confessing', 'a', 'robbery', 'to', 'his', 'girlfriend.', 'Their', 'attempts', 'at', 'extortion', 'begin', 'to', 'unravel', 'when', 'the', 'robbers', 'refuse', 'to', 'play', 'along.']"
45028,tt0396962,Shwaas,"['Drama', 'SandeepSawant', 'SandeepSawant', 'ArunNalawade', 'AshwinChitale', 'SandeepKulkarni', 'AmrutaSubhash', 'VibhawariDeshpande', 'AshwiniGiri', 'GaneshManjrekar', 'SandeepPathak', 'This', 'story', 'is', 'about', 'how', 'an', 'old', 'man', 'tried', 'to', 'show', 'his', 'grandson', 'the', 'preciousness', 'and', 'beauty', 'of', 'life', 'in', 'a', 'no', 'win', 'situation', 'such', 'as', 'cancer.', 'It', 'is', 'about', 'keeping', 'a', 'positive', 'attitude', 'towards', 'life.']"
45029,tt0396963,Vaastupurush,"['Drama', 'SumitraBhave', 'SunilSukthankar', 'NA', 'SadashivAmrapurkar', 'UttaraBaokar', 'SiddharthDaftardar', 'MaheshElkunchwar', 'AtulKulkarni', 'RavindraMankani', 'Chronicles', 'the', 'life', 'of', 'famous', 'doctor', '(fictional)', 'through', 'a', 'series', 'of', 'flashbacks', 'as', 'he', 'is', 'travelling', 'to', 'his', 'native', 'place', 'after', 'decades', 'where', 'it', 'all', 'began', 'in', 'extremely', 'modest', 'circumstances.']"
45061,tt0397742,Yeh Vaada Raha,"['Romance', 'Musical', 'Drama', 'KapilKapoor', 'NA', 'RishiKapoor', 'TinaAmbani', 'PoonamDhillon', 'RakheeGulzar', 'ShammiKapoor', 'RakeshBedi', 'Sarika', 'GulshanBawra', 'Agha', 'Iftekhar', 'HariShivdasani', 'Gulshan', 'Sunder', 'JayaBachchan', 'Sunita', 'is', 'a', 'radio', 'singer', 'while', 'on', 'vacation', 'in', 'Kashmir', 'Vikram', 'deeply', 'falls', 'in', 'love', 'with', 'and', 'proposes', 'her', 'which', 'she', 'eventually', 'accepts.Vikram', 'introduces', 'Sunita', 'to', 'her', 'mother', 'Sharda', 'Rai', '...']"
45064,tt0397882,Ab Tumhare Hawale Watan Saathiyo,"['Action', 'Drama', 'War', 'AnilSharma', 'SanjaySharma', 'ShaktimaanTalwar', 'ShaktimaanTalwar', 'AmitabhBachchan', 'AkshayKumar', 'BobbyDeol', 'DivyaKhoslaKumar', 'SandaliSinha', 'Nagma', 'AartiChhabria', 'KapilKaustubhSharma', 'SurendraPal', 'RajeshVivek', 'VivekShauq', 'DannyDenzongpa', 'GovindNamdeo', 'VishwajeetPradhan', 'AshutoshRana', 'Major', 'General', 'Amarjeet', 'Singh', '(Amitabh', 'Bachchan)', 'is', 'a', 'dedicated', 'officer', 'for', 'the', 'Indian', 'army.', 'His', 'son', 'Lieutenant', 'Commander', 'Vikramjeet', 'Singh', '(Bobby', 'Deol)', 'follows', 'in', 'his', 'footsteps', 'and', 'joins', 'the...']"
45086,tt0398390,White Rainbow,"['Drama', 'DharanMandrayar', 'DharanMandrayar', 'SonaliKulkarni', 'AmardeepJha', 'AmrutaSubhash', 'ShameemShaikh', 'VirendraSaxena', 'AmitabhSrivastava', 'SanthanaBharathi', 'R.S.Shivaji', 'White', 'Rainbow', 'is', 'the', 'story', 'of', 'four', 'remarkable', 'women', 'and', 'their', 'struggle', 'to', 'overcome', 'the', 'stigma', 'and', 'brutal', 'reality', 'of', 'widowhood', 'in', 'modern', 'Indian', 'society.', 'In', 'the', 'story', 'the', 'protagonist', 'Priya', '...']"
